name,country,city,businessType
Croatian Natural History Museum,Croatia,Zagreb,Public bodies (excluding Research Organisations and Secondary or Higher Education Establishments)
INSTITUT ZA ANTROPOLOGIJU,Croatia,ZAGREB,Research Organisations
CENTAR ZA KULTURU VELA LUKA,Croatia,VELA LUKA,Research Organisations
"S.D. INFORMATIKA DOO INFORMATICKI INZENJERING, POSLOVNE USLUGE I TRGOVINA",Croatia,VELIKA GORICA,Private for-profit entities (excluding Higher or Secondary Education Establishments)
SVEUCILISTE U ZAGREBU,Croatia,ZAGREB,Higher or Secondary Education Establishments
STAROSLAVENSKI INSTITUT,Croatia,ZAGREB,Research Organisations
SVEUCILISTE JOSIPA JURJA STROSSMAYERA U OSIJEKU,Croatia,OSIJEK,Higher or Secondary Education Establishments
INSTITUT ZA JADRANSKE KULTURE I MELIORACIJU KRSA-SPLIT,Croatia,SPLIT,Research Organisations
INSTITUT ZA DRUSTVENA ISTRAZIVANJA U ZAGREBU,Croatia,ZAGREB,Higher or Secondary Education Establishments
SVEUCILISTE SJEVER,Croatia,KOPRIVNICA,Higher or Secondary Education Establishments
MEDITERANSKI INSTITUT ZA ISTRAZIVANJE ZIVOTA,Croatia,SPLIT,Research Organisations
